id,key,value,type
83665160,highway,turning_circle,regular
83665964,highway,turning_circle,regular
83666083,highway,turning_circle,regular
83666961,source,Bing,regular
83666961,highway,turning_circle,regular
83668964,highway,turning_circle,regular
83670550,highway,turning_circle,regular
83672457,highway,turning_circle,regular
83673651,highway,turning_circle,regular
83677362,source,Yahoo,regular
83677362,highway,turning_circle,regular
83677971,crossing,traffic_signals,regular
83677971,highway,crossing,regular
83678470,highway,turning_circle,regular
83679771,highway,turning_circle,regular
83680940,highway,turning_circle,regular
83681384,highway,turning_circle,regular
83681608,highway,turning_circle,regular
83682148,highway,turning_circle,regular
83683433,highway,turning_circle,regular
83684672,highway,turning_circle,regular
83685107,highway,turning_circle,regular
83688145,noexit,yes,regular
83688534,highway,turning_circle,regular
83688812,highway,turning_circle,regular
83689082,highway,turning_circle,regular
83689187,highway,turning_circle,regular
83690060,highway,turning_circle,regular
83690259,highway,turning_circle,regular
83692629,highway,turning_circle,regular
83693851,highway,turning_circle,regular
83694879,highway,turning_circle,regular
83695069,source,Yahoo,regular
83695069,highway,turning_circle,regular
83695749,highway,turning_circle,regular
83697105,highway,turning_circle,regular
83697270,highway,turning_circle,regular
83700688,highway,turning_circle,regular
83701886,highway,turning_circle,regular
83702360,highway,turning_circle,regular
83703504,highway,turning_circle,regular
83704205,highway,turning_circle,regular
83706038,highway,turning_circle,regular
83708275,highway,turning_circle,regular
83709001,highway,turning_circle,regular
83712008,highway,turning_circle,regular
83713190,highway,turning_circle,regular
83714284,source,Bing,regular
83714284,highway,turning_circle,regular
83714580,highway,turning_circle,regular
83715159,highway,turning_circle,regular
83717509,highway,turning_circle,regular
83717660,highway,turning_circle,regular
83718203,highway,turning_circle,regular
83718374,highway,turning_circle,regular
83817637,highway,turning_circle,regular
83867385,name,Super Condor Express,regular
83867385,aerialway,station,regular
83941939,power,pole,regular
83941939,source,bing,regular
84007002,highway,turning_circle,regular
84008135,railway,level_crossing,regular
84008177,railway,level_crossing,regular
84012006,highway,turning_circle,regular
84015766,highway,turning_circle,regular
84018223,highway,turning_circle,regular
84071311,source,bing,regular
84071311,highway,turning_circle,regular
84071556,highway,stop,regular
84166187,highway,turning_circle,regular
84181307,power,tower,regular
84219133,highway,turning_circle,regular
84407458,highway,traffic_signals,regular
84502197,highway,turning_circle,regular
84520880,highway,turning_circle,regular
84520880,source,NAIP,regular
84640058,highway,turning_circle,regular
84715936,source,bing,regular
84715936,highway,turning_circle,regular
84728002,highway,traffic_signals,regular
84728245,source,bing,regular
84728245,highway,turning_circle,regular
84729977,highway,turning_circle,regular
84741812,highway,traffic_signals,regular
84747966,highway,traffic_signals,regular
84748285,source,NAIP,regular
84748285,highway,turning_loop,regular
84757770,highway,turning_circle,regular
84763210,highway,turning_circle,regular
84763497,source,NAIP,regular
84763497,highway,turning_loop,regular
84763867,highway,turning_circle,regular
84763943,highway,traffic_signals,regular
84764111,highway,turning_circle,regular
84767325,highway,turning_loop,regular
84768783,source,bing,regular
84768783,highway,turning_circle,regular
84774903,source,bing,regular
84774903,highway,turning_circle,regular
84777748,highway,turning_circle,regular
84779583,source,bing,regular
84779583,highway,turning_circle,regular
84785923,source,bing,regular
84785923,highway,turning_circle,regular
84787470,source,bing,regular
84787470,highway,turning_circle,regular
84793120,source,NAIP,regular
84793120,highway,turning_circle,regular
84794751,highway,traffic_signals,regular
84794890,highway,turning_circle,regular
84797852,highway,turning_circle,regular
84800308,source,bing,regular
84800308,highway,turning_circle,regular
84802058,highway,traffic_signals,regular
84802058,traffic_signals,signal,regular
84822530,source,bing,regular
84822530,highway,turning_circle,regular
84822875,highway,turning_circle,regular
84825974,highway,turning_circle,regular
84845079,highway,traffic_signals,regular
84850470,junction,roundabout,regular
84854118,source,bing,regular
84854118,highway,turning_circle,regular
84854332,source,bing,regular
84854332,highway,turning_circle,regular
84854643,highway,turning_circle,regular
84858393,source,bing,regular
84858393,highway,turning_circle,regular
84860777,highway,stop,regular
84865484,source,bing,regular
84865484,highway,turning_circle,regular
84868944,source,bing,regular
84868944,highway,turning_circle,regular
84870132,highway,turning_circle,regular
84882442,highway,turning_circle,regular
84888013,highway,crossing,regular
84896845,highway,turning_circle,regular
84901856,source,bing,regular
84901856,highway,turning_circle,regular
84902490,highway,turning_circle,regular
84903636,source,bing,regular
84903636,highway,turning_circle,regular
84905389,source,bing,regular
84905389,highway,turning_circle,regular
84915901,highway,turning_circle,regular
84917389,highway,traffic_signals,regular
84917485,highway,turning_circle,regular
84917681,highway,turning_circle,regular
84918478,highway,turning_circle,regular
84920019,highway,turning_circle,regular
84927171,source,bing,regular
84927171,highway,turning_circle,regular
84933923,highway,turning_circle,regular
84934808,highway,turning_circle,regular
84954687,highway,turning_circle,regular
150932278,ele,1390,regular
150932278,name,Esquire Acres Five,regular
150932278,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150932278,place,locality,regular
150932278,id,1451909,gnis
150932278,gnis:Class,Populated Place,regular
150932278,gnis:County,Salt Lake,regular
150932278,gnis:ST_num,49,regular
150932278,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150932278,gnis:ST_alpha,UT,regular
150932278,gnis:County_num,035,regular
150933078,ele,1303,regular
150933078,name,Wendell Circle,regular
150933078,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150933078,place,locality,regular
150933078,id,1452665,gnis
150933078,gnis:Class,Populated Place,regular
150933078,gnis:County,Salt Lake,regular
150933078,gnis:ST_num,49,regular
150933078,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150933078,gnis:ST_alpha,UT,regular
150933078,gnis:County_num,035,regular
150933497,ele,1415,regular
150933497,name,Willow Creek Ranchettes,regular
150933497,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150933497,place,locality,regular
150933497,id,1452186,gnis
150933497,gnis:Class,Populated Place,regular
150933497,gnis:County,Salt Lake,regular
150933497,gnis:ST_num,49,regular
150933497,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150933497,gnis:ST_alpha,UT,regular
150933497,gnis:County_num,035,regular
150933760,ele,1421,regular
150933760,name,Yale Heights,regular
150933760,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150933760,place,locality,regular
150933760,id,1452686,gnis
150933760,gnis:Class,Populated Place,regular
150933760,gnis:County,Salt Lake,regular
150933760,gnis:ST_num,49,regular
150933760,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150933760,gnis:ST_alpha,UT,regular
150933760,gnis:County_num,035,regular
150934057,ele,1321,regular
150934057,name,Meadow Park,regular
150934057,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150934057,place,locality,regular
150934057,id,1452399,gnis
150934057,gnis:Class,Populated Place,regular
150934057,gnis:County,Salt Lake,regular
150934057,gnis:ST_num,49,regular
150934057,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150934057,gnis:ST_alpha,UT,regular
150934057,gnis:County_num,035,regular
150934738,ele,1362,regular
150934738,name,Diamondville,regular
150934738,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150934738,place,locality,regular
150934738,id,1452327,gnis
150934738,gnis:Class,Populated Place,regular
150934738,gnis:County,Salt Lake,regular
150934738,gnis:ST_num,49,regular
150934738,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150934738,gnis:ST_alpha,UT,regular
150934738,gnis:County_num,035,regular
150935219,ele,1288,regular
150935219,name,Salt Lake City,regular
150935219,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150935219,place,city,regular
150935219,capital,4,regular
150935219,id,1454997,gnis
150935219,en,Salt Lake City,name
150935219,lt,Solt Leik Sitis,name
150935219,pl,Salt Lake City,name
150935219,ru,Солт-Лейк-Сити,name
150935219,ta,சால்ட் லேக் நகரம்,name
150935219,uk,Солт-Лейк-Сіті,name
150935219,wikidata,Q23337,regular
150935219,wikipedia,en:Salt Lake City,regular
150935219,gnis:Class,Populated Place,regular
150935219,population,192672,regular
150935219,gnis:County,Salt Lake,regular
150935219,gnis:ST_num,49,regular
150935219,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150935219,gnis:ST_alpha,UT,regular
150935219,country,United States,is_in
150935219,state_capital,yes,regular
150935219,gnis:County_num,035,regular
150935219,continent,North America,is_in
150935219,population,2015,census
150935219,country_code,US,is_in
150935731,ele,1300,regular
150935731,name,Meadowbrook Farms,regular
150935731,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150935731,place,locality,regular
150935731,id,1451757,gnis
150935731,gnis:Class,Populated Place,regular
150935731,gnis:County,Salt Lake,regular
150935731,gnis:ST_num,49,regular
150935731,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150935731,gnis:ST_alpha,UT,regular
150935731,gnis:County_num,035,regular
150936145,ele,1337,regular
150936145,name,Ashbrook Condominium,regular
150936145,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150936145,id,1437226,gnis
150936145,building,yes,regular
150936145,gnis:Class,Populated Place,regular
150936145,gnis:County,Salt Lake,regular
150936145,gnis:ST_num,49,regular
150936145,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150936145,gnis:ST_alpha,UT,regular
150936145,gnis:County_num,035,regular
150937117,ele,1378,regular
150937117,name,Horsely Circle,regular
150937117,is_in,"Davis,Utah,Utah,UT,USA",regular
150937117,place,locality,regular
150937117,id,1453804,gnis
150937117,gnis:Class,Populated Place,regular
150937117,gnis:County,Davis,regular
150937117,gnis:ST_num,49,regular
150937117,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150937117,gnis:ST_alpha,UT,regular
150937117,gnis:County_num,011,regular
150937380,ele,1348,regular
150937380,name,Harvel Park Condo,regular
150937380,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150937380,id,1437359,gnis
150937380,building,yes,regular
150937380,gnis:Class,Populated Place,regular
150937380,gnis:County,Salt Lake,regular
150937380,gnis:ST_num,49,regular
150937380,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150937380,gnis:ST_alpha,UT,regular
150937380,gnis:County_num,035,regular
150937648,ele,1428,regular
150937648,name,Cobblerock Lane,regular
150937648,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150937648,place,locality,regular
150937648,id,1452514,gnis
150937648,gnis:Class,Populated Place,regular
150937648,gnis:County,Salt Lake,regular
150937648,gnis:ST_num,49,regular
150937648,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150937648,gnis:ST_alpha,UT,regular
150937648,gnis:County_num,035,regular
150937914,ele,1337,regular
150937914,name,Oquirlane,regular
150937914,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150937914,place,locality,regular
150937914,id,1451621,gnis
150937914,gnis:Class,Populated Place,regular
150937914,gnis:County,Salt Lake,regular
150937914,gnis:ST_num,49,regular
150937914,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150937914,gnis:ST_alpha,UT,regular
150937914,gnis:County_num,035,regular
150938245,ele,1354,regular
150938245,name,Essex Court Condo,regular
150938245,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150938245,id,1437353,gnis
150938245,building,yes,regular
150938245,gnis:Class,Populated Place,regular
150938245,gnis:County,Salt Lake,regular
150938245,gnis:ST_num,49,regular
150938245,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150938245,gnis:ST_alpha,UT,regular
150938245,gnis:County_num,035,regular
150938730,ele,1412,regular
150938730,name,Forest Park,regular
150938730,is_in,"Davis,Utah,Utah,UT,USA",regular
150938730,place,locality,regular
150938730,id,1453795,gnis
150938730,gnis:Class,Populated Place,regular
150938730,gnis:County,Davis,regular
150938730,gnis:ST_num,49,regular
150938730,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150938730,gnis:ST_alpha,UT,regular
150938730,gnis:County_num,011,regular
150939135,ele,1347,regular
150939135,name,Sears Addition,regular
150939135,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150939135,place,locality,regular
150939135,id,1451925,gnis
150939135,gnis:Class,Populated Place,regular
150939135,gnis:County,Salt Lake,regular
150939135,gnis:ST_num,49,regular
150939135,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150939135,gnis:ST_alpha,UT,regular
150939135,gnis:County_num,035,regular
150939663,ele,1377,regular
150939663,name,Loredell,regular
150939663,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150939663,place,locality,regular
150939663,id,1452060,gnis
150939663,gnis:Class,Populated Place,regular
150939663,gnis:County,Salt Lake,regular
150939663,gnis:ST_num,49,regular
150939663,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150939663,gnis:ST_alpha,UT,regular
150939663,gnis:County_num,035,regular
150940103,ele,1336,regular
150940103,name,Bailey,regular
150940103,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150940103,place,locality,regular
150940103,id,1451534,gnis
150940103,gnis:Class,Populated Place,regular
150940103,gnis:County,Salt Lake,regular
150940103,gnis:ST_num,49,regular
150940103,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150940103,gnis:ST_alpha,UT,regular
150940103,gnis:County_num,035,regular
150940570,ele,1326,regular
150940570,name,Johnson,regular
150940570,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150940570,place,locality,regular
150940570,id,1452118,gnis
150940570,gnis:Class,Populated Place,regular
150940570,gnis:County,Salt Lake,regular
150940570,gnis:ST_num,49,regular
150940570,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150940570,gnis:ST_alpha,UT,regular
150940570,gnis:County_num,035,regular
150941119,ele,1309,regular
150941119,name,Swallow,regular
150941119,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150941119,place,locality,regular
150941119,id,1451822,gnis
150941119,gnis:Class,Populated Place,regular
150941119,gnis:County,Salt Lake,regular
150941119,gnis:ST_num,49,regular
150941119,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150941119,gnis:ST_alpha,UT,regular
150941119,gnis:County_num,035,regular
150941565,ele,1432,regular
150941565,name,Fruit Heights,regular
150941565,is_in,"Davis,Utah,Utah,UT,USA",regular
150941565,place,village,regular
150941565,id,1441248,gnis
150941565,gnis:Class,Populated Place,regular
150941565,population,4910,regular
150941565,gnis:County,Davis,regular
150941565,gnis:ST_num,49,regular
150941565,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150941565,gnis:ST_alpha,UT,regular
150941565,gnis:County_num,011,regular
150941565,population,4910;2006,census
150942256,ele,1434,regular
150942256,name,Cavalry Park,regular
150942256,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150942256,place,locality,regular
150942256,id,1452808,gnis
150942256,gnis:Class,Populated Place,regular
150942256,gnis:County,Salt Lake,regular
150942256,gnis:ST_num,49,regular
150942256,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150942256,gnis:ST_alpha,UT,regular
150942256,gnis:County_num,035,regular
150942767,ele,1373,regular
150942767,name,Riverton Heights,regular
150942767,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150942767,place,hamlet,regular
150942767,id,1452771,gnis
150942767,gnis:Class,Populated Place,regular
150942767,gnis:County,Salt Lake,regular
150942767,gnis:ST_num,49,regular
150942767,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150942767,gnis:ST_alpha,UT,regular
150942767,gnis:County_num,035,regular
150943108,ele,2013,regular
150943108,name,Snyderville,regular
150943108,is_in,"Summit,Utah,Utah,UT,USA",regular
150943108,place,hamlet,regular
150943108,id,1445755,gnis
150943108,gnis:Class,Populated Place,regular
150943108,gnis:County,Summit,regular
150943108,gnis:ST_num,49,regular
150943108,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150943108,gnis:ST_alpha,UT,regular
150943108,gnis:County_num,043,regular
150943928,ele,1319,regular
150943928,name,Century Condominium,regular
150943928,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150943928,place,locality,regular
150943928,id,1437182,gnis
150943928,gnis:Class,Populated Place,regular
150943928,gnis:County,Salt Lake,regular
150943928,gnis:ST_num,49,regular
150943928,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150943928,gnis:ST_alpha,UT,regular
150943928,gnis:County_num,035,regular
150944761,ele,1316,regular
150944761,name,Bradford,regular
150944761,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150944761,place,locality,regular
150944761,id,1451995,gnis
150944761,gnis:Class,Populated Place,regular
150944761,gnis:County,Salt Lake,regular
150944761,gnis:ST_num,49,regular
150944761,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150944761,gnis:ST_alpha,UT,regular
150944761,gnis:County_num,035,regular
150945454,ele,1371,regular
150945454,name,South View,regular
150945454,is_in,"Davis,Utah,Utah,UT,USA",regular
150945454,place,locality,regular
150945454,id,1453866,gnis
150945454,gnis:Class,Populated Place,regular
150945454,gnis:County,Davis,regular
150945454,gnis:ST_num,49,regular
150945454,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150945454,gnis:ST_alpha,UT,regular
150945454,gnis:County_num,011,regular
150945995,ele,1351,regular
150945995,name,Betty Heights,regular
150945995,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150945995,place,locality,regular
150945995,id,1452602,gnis
150945995,gnis:Class,Populated Place,regular
150945995,gnis:County,Salt Lake,regular
150945995,gnis:ST_num,49,regular
150945995,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150945995,gnis:ST_alpha,UT,regular
150945995,gnis:County_num,035,regular
150946403,ele,1320,regular
150946403,name,Valley Center Number 2,regular
150946403,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150946403,place,locality,regular
150946403,id,1452484,gnis
150946403,gnis:Class,Populated Place,regular
150946403,gnis:County,Salt Lake,regular
150946403,gnis:ST_num,49,regular
150946403,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150946403,gnis:ST_alpha,UT,regular
150946403,gnis:County_num,035,regular
150947283,ele,1771,regular
150947283,name,Little Mountain Canyon Condominium,regular
150947283,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150947283,id,1449790,gnis
150947283,building,yes,regular
150947283,gnis:Class,Populated Place,regular
150947283,gnis:County,Salt Lake,regular
150947283,gnis:ST_num,49,regular
150947283,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150947283,gnis:ST_alpha,UT,regular
150947283,gnis:County_num,035,regular
150947700,ele,1360,regular
150947700,name,Grand-Dale Estates,regular
150947700,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150947700,id,1452345,gnis
150947700,building,yes,regular
150947700,gnis:Class,Populated Place,regular
150947700,gnis:County,Salt Lake,regular
150947700,gnis:ST_num,49,regular
150947700,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150947700,gnis:ST_alpha,UT,regular
150947700,gnis:County_num,035,regular
150948059,ele,1335,regular
150948059,name,The Cottonwoods Condominium,regular
150948059,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150948059,id,1454374,gnis
150948059,building,yes,regular
150948059,gnis:Class,Populated Place,regular
150948059,gnis:County,Salt Lake,regular
150948059,gnis:ST_num,49,regular
150948059,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150948059,gnis:ST_alpha,UT,regular
150948059,gnis:County_num,035,regular
150948681,ele,1963,regular
150948681,name,Cranmer,regular
150948681,is_in,"Wasatch,Utah,Utah,UT,USA",regular
150948681,place,hamlet,regular
150948681,id,1437535,gnis
150948681,gnis:Class,Populated Place,regular
150948681,gnis:County,Wasatch,regular
150948681,gnis:ST_num,49,regular
150948681,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150948681,gnis:ST_alpha,UT,regular
150948681,gnis:County_num,051,regular
150949243,ele,1377,regular
150949243,name,South Jordan Heights,regular
150949243,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150949243,place,hamlet,regular
150949243,id,1452743,gnis
150949243,gnis:Class,Populated Place,regular
150949243,gnis:County,Salt Lake,regular
150949243,gnis:ST_num,49,regular
150949243,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150949243,gnis:ST_alpha,UT,regular
150949243,gnis:County_num,035,regular
150949666,ele,1883,regular
150949666,name,Mountain Top Park,regular
150949666,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150949666,place,locality,regular
150949666,id,1454283,gnis
150949666,gnis:Class,Populated Place,regular
150949666,gnis:County,Salt Lake,regular
150949666,gnis:ST_num,49,regular
150949666,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150949666,gnis:ST_alpha,UT,regular
150949666,gnis:County_num,035,regular
150950196,ele,1318,regular
150950196,name,Winfield,regular
150950196,is_in,"Salt Lake,Utah,Utah,UT,USA",regular
150950196,place,locality,regular
150950196,id,1452681,gnis
150950196,gnis:Class,Populated Place,regular
150950196,gnis:County,Salt Lake,regular
150950196,gnis:ST_num,49,regular
150950196,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150950196,gnis:ST_alpha,UT,regular
150950196,gnis:County_num,035,regular
150951064,ele,1306,regular
150951064,name,Smoot Farm Estates,regular
150951064,is_in,"Davis,Utah,Utah,UT,USA",regular
150951064,id,1455106,gnis
150951064,building,yes,regular
